trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
726,False,"{'a': 0.5, 'e': 0.5643999999999674}",25,14,-4.964704409484942,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.5637999999999673}",25,19,2.830151542975738,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.5631999999999673}",25,-9,-80.59529263401296,"{0: 27, 1: 1, 2: 4, 3: 0, 4: 2}",0
729,False,"{'a': 0.5, 'e': 0.5625999999999672}",20,7,-45.546959956430236,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
730,False,"{'a': 0.5, 'e': 0.5619999999999672}",25,3,-43.26321098670066,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 1}",1
731,False,"{'a': 0.5, 'e': 0.5613999999999671}",20,2,-27.441098482171473,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.5607999999999671}",30,18,5.417570022495107,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.5601999999999671}",25,-1,-21.849198950013104,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 1}",1
734,False,"{'a': 0.5, 'e': 0.559599999999967}",20,8,3.488406391749316,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.558999999999967}",25,2,-133.76135835308597,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 3}",1
736,False,"{'a': 0.5, 'e': 0.5583999999999669}",25,-4,3.5046124303408908,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 0}",0
737,False,"{'a': 0.5, 'e': 0.5577999999999669}",25,18,-14.870723919402185,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.5571999999999668}",20,2,-111.20772914712282,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 2}",1
739,False,"{'a': 0.5, 'e': 0.5565999999999668}",25,3,-39.435854814130366,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
740,False,"{'a': 0.5, 'e': 0.5559999999999667}",35,7,-101.13555138468234,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 2}",1
741,False,"{'a': 0.5, 'e': 0.5553999999999667}",20,2,-9.80527410614605,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.5547999999999667}",25,12,-60.94269428006166,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
743,False,"{'a': 0.5, 'e': 0.5541999999999666}",20,9,-39.10000942061131,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
744,False,"{'a': 0.5, 'e': 0.5535999999999666}",30,14,-4.237264424040766,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.5529999999999665}",20,6,3.0705175774210574,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.5523999999999665}",20,7,-12.365047036653976,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.5517999999999664}",30,4,-48.710963572314824,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 2}",1
748,False,"{'a': 0.5, 'e': 0.5511999999999664}",25,1,-45.015304351966414,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.5505999999999663}",20,11,2.4435178773766317,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.5499999999999663}",20,11,-36.05192691475403,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
751,False,"{'a': 0.5, 'e': 0.5493999999999662}",30,8,-14.1354626585721,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.5487999999999662}",35,2,-109.36196359848576,"{0: 21, 1: 6, 2: 3, 3: 2, 4: 1}",1
753,False,"{'a': 0.5, 'e': 0.5481999999999662}",30,16,13.01089365294613,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.5475999999999661}",35,4,-63.320049393353514,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 1}",1
755,False,"{'a': 0.5, 'e': 0.5469999999999661}",25,5,-101.37096335696154,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",1
756,False,"{'a': 0.5, 'e': 0.546399999999966}",20,12,7.448109376753631,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.545799999999966}",20,-15,-56.70321020300152,"{0: 28, 1: 2, 2: 3, 3: 1, 4: 1}",0
758,False,"{'a': 0.5, 'e': 0.5451999999999659}",25,-2,-12.196803323269084,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 0}",0
759,False,"{'a': 0.5, 'e': 0.5445999999999659}",25,-2,-70.12578828136675,"{0: 19, 1: 3, 2: 3, 3: 1, 4: 1}",0
760,False,"{'a': 0.5, 'e': 0.5439999999999658}",20,14,13.041835485121503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.5433999999999658}",20,14,-70.6499670345452,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 2}",1
762,False,"{'a': 0.5, 'e': 0.5427999999999658}",35,-6,-93.81344609449818,"{0: 29, 1: 3, 2: 8, 3: 0, 4: 1}",0
763,False,"{'a': 0.5, 'e': 0.5421999999999657}",25,15,-25.645260175768065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
764,False,"{'a': 0.5, 'e': 0.5415999999999657}",20,6,7.04231347664546,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.5409999999999656}",20,4,-32.59873414314498,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
766,False,"{'a': 0.5, 'e': 0.5403999999999656}",30,-15,-82.66610617764005,"{0: 35, 1: 5, 2: 2, 3: 1, 4: 2}",0
767,False,"{'a': 0.5, 'e': 0.5397999999999655}",20,-4,-141.92832011839147,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 2}",0
768,False,"{'a': 0.5, 'e': 0.5391999999999655}",20,-12,-29.220088347703385,"{0: 24, 1: 3, 2: 5, 3: 0, 4: 0}",0
769,False,"{'a': 0.5, 'e': 0.5385999999999654}",25,-1,-58.400904720248185,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 2}",1
770,False,"{'a': 0.5, 'e': 0.5379999999999654}",25,14,-64.75283062340691,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
771,False,"{'a': 0.5, 'e': 0.5373999999999653}",20,15,8.523759500038928,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.5367999999999653}",25,20,7.484071619958548,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.5361999999999653}",35,-3,0.100712131925762,"{0: 32, 1: 2, 2: 4, 3: 0, 4: 0}",0
774,False,"{'a': 0.5, 'e': 0.5355999999999652}",30,17,-20.6020809409986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
775,False,"{'a': 0.5, 'e': 0.5349999999999652}",20,-8,-160.66220894174796,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 4}",0
776,False,"{'a': 0.5, 'e': 0.5343999999999651}",20,15,-33.20996822222616,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
777,False,"{'a': 0.5, 'e': 0.5337999999999651}",25,5,11.356506230696205,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.533199999999965}",20,8,-36.08068514706001,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.532599999999965}",20,7,-91.52993050650143,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 2}",1
780,False,"{'a': 0.5, 'e': 0.531999999999965}",25,16,-9.502733247579833,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.5313999999999649}",25,-15,-38.08987728546272,"{0: 33, 1: 3, 2: 2, 3: 1, 4: 1}",0
782,False,"{'a': 0.5, 'e': 0.5307999999999649}",20,-2,-89.77287329029069,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 2}",0
783,False,"{'a': 0.5, 'e': 0.5301999999999648}",20,-18,-68.95615155595078,"{0: 28, 1: 3, 2: 6, 3: 0, 4: 1}",0
784,False,"{'a': 0.5, 'e': 0.5295999999999648}",25,13,-85.57894312552816,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 1}",1
785,False,"{'a': 0.5, 'e': 0.5289999999999647}",20,-15,-93.1922968570052,"{0: 24, 1: 3, 2: 6, 3: 1, 4: 1}",0
786,False,"{'a': 0.5, 'e': 0.5283999999999647}",20,-12,-37.96769278737726,"{0: 23, 1: 3, 2: 6, 3: 0, 4: 0}",0
787,False,"{'a': 0.5, 'e': 0.5277999999999646}",20,-26,-71.7024260332436,"{0: 37, 1: 3, 2: 4, 3: 0, 4: 2}",0
788,False,"{'a': 0.5, 'e': 0.5271999999999646}",25,14,-4.924721695763547,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.5265999999999645}",35,-35,-214.3320462605313,"{0: 49, 1: 5, 2: 10, 3: 3, 4: 3}",0
790,False,"{'a': 0.5, 'e': 0.5259999999999645}",25,16,-28.92815789174525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
791,False,"{'a': 0.5, 'e': 0.5253999999999645}",20,-11,-77.42639086818087,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 1}",0
792,False,"{'a': 0.5, 'e': 0.5247999999999644}",25,7,18.415301075621592,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.5241999999999644}",20,12,4.474814805986363,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.5235999999999643}",30,-15,-147.85195828658067,"{0: 30, 1: 3, 2: 10, 3: 0, 4: 2}",0
795,False,"{'a': 0.5, 'e': 0.5229999999999643}",20,-12,-35.1197109678311,"{0: 25, 1: 2, 2: 3, 3: 2, 4: 0}",0
796,False,"{'a': 0.5, 'e': 0.5223999999999642}",30,9,-97.93927982816083,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 2}",1
797,False,"{'a': 0.5, 'e': 0.5217999999999642}",30,16,6.218420362632923,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.5211999999999641}",25,-12,-16.34420606953271,"{0: 30, 1: 2, 2: 5, 3: 0, 4: 0}",0
799,False,"{'a': 0.5, 'e': 0.5205999999999641}",20,-36,-119.88988737197596,"{0: 38, 1: 6, 2: 10, 3: 1, 4: 1}",0
800,False,"{'a': 0.5, 'e': 0.519999999999964}",25,11,-1.3646441410556795,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.519399999999964}",25,-1,-84.92114174346267,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 2}",1
802,False,"{'a': 0.5, 'e': 0.518799999999964}",20,10,5.729414656747039,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.5181999999999639}",20,10,-13.854131787064006,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.5175999999999639}",20,5,-3.776969849209421,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.5169999999999638}",30,3,-37.58986596472716,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 1}",1
806,False,"{'a': 0.5, 'e': 0.5163999999999638}",25,-28,-142.33763616839784,"{0: 42, 1: 1, 2: 5, 3: 2, 4: 3}",0
807,False,"{'a': 0.5, 'e': 0.5157999999999637}",35,9,-41.0084170599553,"{0: 17, 1: 3, 2: 6, 3: 0, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.5151999999999637}",20,-9,-56.75168769298395,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 1}",0
809,False,"{'a': 0.5, 'e': 0.5145999999999636}",30,21,-1.4709742684180904,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.5139999999999636}",30,-26,-99.89357210888008,"{0: 42, 1: 4, 2: 7, 3: 2, 4: 1}",0
811,False,"{'a': 0.5, 'e': 0.5133999999999636}",25,-13,-148.85033707878662,"{0: 28, 1: 1, 2: 5, 3: 1, 4: 3}",0
812,False,"{'a': 0.5, 'e': 0.5127999999999635}",30,4,-63.244760790308234,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 1}",1
813,False,"{'a': 0.5, 'e': 0.5121999999999635}",30,9,-30.149949999851714,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
814,False,"{'a': 0.5, 'e': 0.5115999999999634}",20,11,-7.0776868767264665,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.5109999999999634}",20,-10,-71.29889455445732,"{0: 22, 1: 0, 2: 7, 3: 0, 4: 1}",0
816,False,"{'a': 0.5, 'e': 0.5103999999999633}",20,-2,-54.243987275361576,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 1}",0
817,False,"{'a': 0.5, 'e': 0.5097999999999633}",25,11,9.738469213135208,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.5091999999999632}",20,-9,-57.51675877579869,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 1}",0
819,False,"{'a': 0.5, 'e': 0.5085999999999632}",20,3,-63.13348079419442,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 2}",1
820,False,"{'a': 0.5, 'e': 0.5079999999999631}",30,16,-3.823113837322208,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.5073999999999631}",20,10,20.589956204912536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.5067999999999631}",20,-2,-34.49809962662437,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",0
823,False,"{'a': 0.5, 'e': 0.506199999999963}",20,-11,-99.4700430762663,"{0: 23, 1: 2, 2: 2, 3: 3, 4: 1}",0
824,False,"{'a': 0.5, 'e': 0.505599999999963}",30,-3,-32.966110402927484,"{0: 23, 1: 5, 2: 5, 3: 0, 4: 0}",0
825,False,"{'a': 0.5, 'e': 0.5049999999999629}",25,14,-60.013979980889616,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
826,False,"{'a': 0.5, 'e': 0.5043999999999629}",30,-1,-89.1624171320111,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 2}",1
827,False,"{'a': 0.5, 'e': 0.5037999999999628}",25,3,-22.99800345202396,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.5031999999999628}",20,6,-43.848620478235176,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
829,False,"{'a': 0.5, 'e': 0.5025999999999627}",20,0,17.24640907914973,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.5019999999999627}",20,3,-0.6296453087900713,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.5013999999999627}",20,-6,-81.41407571367397,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 2}",0
832,False,"{'a': 0.5, 'e': 0.5007999999999626}",20,2,-46.61800009846482,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 1}",1
833,False,"{'a': 0.5, 'e': 0.5001999999999626}",20,-5,-23.02051099751271,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
834,False,"{'a': 0.5, 'e': 0.4995999999999626}",25,2,25.54111230448074,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.4989999999999626}",25,6,-78.449001900604,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
836,False,"{'a': 0.5, 'e': 0.4983999999999626}",30,23,15.66943182030659,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.4977999999999626}",25,-19,-73.50655124448686,"{0: 33, 1: 5, 2: 4, 3: 1, 4: 1}",0
838,False,"{'a': 0.5, 'e': 0.4971999999999626}",25,-3,-1.887781078379502,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 0}",0
839,False,"{'a': 0.5, 'e': 0.4965999999999626}",20,3,-76.4516100378328,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
840,False,"{'a': 0.5, 'e': 0.49599999999996264}",20,-24,-64.83527945086475,"{0: 33, 1: 6, 2: 3, 3: 1, 4: 1}",0
841,False,"{'a': 0.5, 'e': 0.49539999999996265}",20,11,1.8844068449312656,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.49479999999996266}",20,-2,-64.25660711531476,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",0
843,False,"{'a': 0.5, 'e': 0.49419999999996267}",25,2,-36.35980489064291,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.4935999999999627}",20,7,-72.71327612178422,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
845,False,"{'a': 0.5, 'e': 0.4929999999999627}",30,18,8.265188906255807,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.4923999999999627}",20,8,9.500711675399714,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.4917999999999627}",25,14,-51.02597633777141,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
848,False,"{'a': 0.5, 'e': 0.4911999999999627}",25,-19,-63.8979999875362,"{0: 35, 1: 1, 2: 6, 3: 1, 4: 1}",0
849,False,"{'a': 0.5, 'e': 0.49059999999996273}",20,15,2.1365583075371233,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.48999999999996274}",20,11,-6.92635927672071,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.48939999999996275}",25,14,-64.80677520690269,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
852,False,"{'a': 0.5, 'e': 0.48879999999996276}",30,11,-68.83480785717511,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 1}",1
853,False,"{'a': 0.5, 'e': 0.4881999999999628}",30,18,26.16971942715224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.4875999999999628}",20,-8,-126.76404025989112,"{0: 20, 1: 0, 2: 4, 3: 2, 4: 2}",0
855,False,"{'a': 0.5, 'e': 0.4869999999999628}",20,9,2.491273055322067,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.4863999999999628}",20,14,10.50691899488924,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.4857999999999628}",25,11,6.133101050960831,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.4851999999999628}",20,0,-45.39132453696962,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
859,False,"{'a': 0.5, 'e': 0.48459999999996284}",20,12,1.98045721508976,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.48399999999996285}",30,17,10.35074243203347,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.48339999999996286}",25,3,-198.431617261105,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 5}",1
862,False,"{'a': 0.5, 'e': 0.48279999999996287}",25,12,4.937000104995707,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.4821999999999629}",30,-50,-304.48061129214307,"{0: 57, 1: 4, 2: 10, 3: 4, 4: 5}",0
864,False,"{'a': 0.5, 'e': 0.4815999999999629}",20,4,-7.7691973969740875,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.4809999999999629}",25,12,-28.16332052786652,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
866,False,"{'a': 0.5, 'e': 0.4803999999999629}",35,-5,-46.52153515302227,"{0: 31, 1: 3, 2: 5, 3: 0, 4: 1}",0
867,False,"{'a': 0.5, 'e': 0.4797999999999629}",20,12,4.589455568715325,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.47919999999996293}",25,7,1.4987250492222985,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.47859999999996294}",30,14,-57.85883543471444,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
870,False,"{'a': 0.5, 'e': 0.47799999999996295}",25,17,-24.762005072188675,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
871,False,"{'a': 0.5, 'e': 0.47739999999996297}",20,14,10.94616939201806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.476799999999963}",20,10,-40.6020059543404,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
873,False,"{'a': 0.5, 'e': 0.476199999999963}",20,3,-15.052899192996499,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.475599999999963}",30,18,-59.16264748087832,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
875,False,"{'a': 0.5, 'e': 0.474999999999963}",20,7,7.768354035985674,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.474399999999963}",20,7,-15.124929587626863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
877,False,"{'a': 0.5, 'e': 0.47379999999996303}",25,-16,-126.23314100765214,"{0: 32, 1: 2, 2: 3, 3: 1, 4: 3}",0
878,False,"{'a': 0.5, 'e': 0.47319999999996304}",20,-3,-74.09865745270449,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 1}",0
879,False,"{'a': 0.5, 'e': 0.47259999999996305}",30,18,11.875283223317368,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.47199999999996306}",20,8,-19.307170853176004,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.47139999999996307}",25,11,11.461810119929398,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.4707999999999631}",25,-8,-47.24258651141889,"{0: 27, 1: 1, 2: 3, 3: 1, 4: 1}",0
883,False,"{'a': 0.5, 'e': 0.4701999999999631}",25,6,-7.933682746967875,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.4695999999999631}",25,3,-36.05525936626207,"{0: 16, 1: 3, 2: 1, 3: 2, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.4689999999999631}",20,13,14.020331871083547,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.4683999999999631}",30,-1,-95.797144033722,"{0: 23, 1: 4, 2: 1, 3: 1, 4: 2}",1
887,False,"{'a': 0.5, 'e': 0.46779999999996313}",20,13,-10.298435399577409,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.46719999999996314}",30,2,-26.009894650083556,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 1}",1
889,False,"{'a': 0.5, 'e': 0.46659999999996316}",20,8,13.653295407950234,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.46599999999996317}",20,-14,-15.736908393582475,"{0: 30, 1: 1, 2: 2, 3: 0, 4: 1}",0
891,False,"{'a': 0.5, 'e': 0.4653999999999632}",25,-3,-52.27537319111292,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 2}",0
892,False,"{'a': 0.5, 'e': 0.4647999999999632}",30,18,0.3011096794782415,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.4641999999999632}",35,12,-46.88949035727971,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
894,False,"{'a': 0.5, 'e': 0.4635999999999632}",30,-1,-55.2280525647061,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 2}",1
895,False,"{'a': 0.5, 'e': 0.4629999999999632}",25,10,-16.741927618906185,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.46239999999996323}",20,6,-1.6869041696124314,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.46179999999996324}",25,-26,-59.021929573263556,"{0: 41, 1: 2, 2: 7, 3: 0, 4: 1}",0
898,False,"{'a': 0.5, 'e': 0.46119999999996325}",25,15,13.883755441859869,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.46059999999996326}",20,13,12.102169031381436,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.45999999999996327}",20,-4,-43.71469339484422,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 0}",0
901,False,"{'a': 0.5, 'e': 0.4593999999999633}",20,15,1.8594423717980813,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.4587999999999633}",20,13,-30.324455113081758,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
903,False,"{'a': 0.5, 'e': 0.4581999999999633}",20,2,-5.473560104434697,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.4575999999999633}",20,3,-42.46884110709271,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
905,False,"{'a': 0.5, 'e': 0.4569999999999633}",20,3,1.1093646858722177,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.45639999999996334}",20,3,-0.2413980997795917,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.45579999999996335}",20,13,-42.1281286261124,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
908,False,"{'a': 0.5, 'e': 0.45519999999996336}",25,11,-63.51915226953232,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
